"estado","estadoSigla","municipio","cnes","dataNotificacaoOcupacao","ocupHospCli","ocupHospUti","ocupSRAGCli","ocupSRAGUti","altas","obitos","ocupacaoInformada","algumaOcupacaoInformada","nomeCnes","ofertaRespiradores","ofertaHospCli","ofertaHospUti","ofertaSRAGCli","ofertaSRAGUti"
"Rio de Janeiro","rj","São Gonçalo","9126597","2020-06-03T12:28:32.745Z",0.0,0.0,0.0,0,2.0,0,True,True,"","","","","",""
"Mato Grosso","mt","Porto dos Gaúchos","27526456","2020-05-25T03:00:00.000Z",4.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"São Paulo","sp","Nova Odessa","382058308","2020-05-28T12:41:38.103Z",19.0,0.0,1.0,0,0.0,0,True,True,"","","","","",""
"Sergipe","se","Aracaju","coren 337823","2020-05-29T11:06:46.323Z",32.0,18.0,22.0,17,3.0,0,True,True,"","","","","",""
"Bahia","ba","Candiba","02819147","2020-06-04T10:41:31.587Z",6.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Goiás","go","Goiânia","700003838757607","2020-06-04T12:48:09.376Z",191.0,54.0,12.0,1,0.0,0,True,True,"","","","","",""
"Santa Catarina","sc","Florianópolis","705000471196350","2020-07-23T03:00:06.573Z",78.0,29.0,22.0,14,0.0,0,True,True,"","","","","",""
"Rio Grande do Norte","rn","Natal","203834257640006","2020-05-18T14:09:09.113Z",99.0,13.0,3.0,0,0.0,0,True,True,"","","","","",""
"Mato Grosso","mt","Sinop","980016279751738","2020-05-24T15:46:09.000Z",22.0,16.0,3.0,6,0.0,0,True,True,"","","","","",""
"Rio de Janeiro","rj","Rio de Janeiro","980016295950359","2020-06-07T18:14:10.120Z",32.0,6.0,0.0,0,0.0,0,True,True,"","","","","",""
"Amazonas","am","Tapauá","980016283320614","2020-06-02T21:01:11.416Z",6.0,0.0,1.0,0,0.0,0,True,True,"","","","","",""
"Santa Catarina","sc","Concórdia","230389-2","2020-05-29T16:48:05.918Z",68.0,21.0,19.0,6,2.0,0,True,True,"","","","","",""
"Minas Gerais","mg","Guapé","	700505932638052","2020-04-20T18:49:30.551Z",2.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Pernambuco","pe","Recife","705007231123258","2020-05-16T09:25:53.943Z",115.0,0.0,1.0,0,2.0,0,True,True,"","","","","",""
"Goiás","go","Caldas Novas","0027468","2020-06-09T22:10:37.934Z",1.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Minas Gerais","mg","Timóteo","980016004072686","2020-06-15T03:00:00.000Z",41.5,37.6,2.5,0,1.0,0,True,True,"","","","","",""
"Mato Grosso do Sul","ms","Dois Irmãos do Buriti","null","2020-07-01T09:44:00.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Santa Catarina","sc","Caçador","33543356002093","2020-07-09T17:07:22.375Z",47.0,14.0,4.0,7,3.0,0,True,True,"","","","","",""
"Maranhão","ma","Coroatá","703601061329635","2020-05-21T03:00:00.000Z",21.0,20.0,0.0,9,0.0,2,True,True,"","","","","",""
"Acre","ac","Rio Branco","701107316460980 ","2020-06-03T15:24:02.001Z",54.0,7.0,21.0,9,0.0,0,True,True,"","","","","",""
"Minas Gerais","mg","Ipatinga","980016282860887","2020-06-04T14:54:45.546Z",47.0,6.0,15.0,10,1.0,1,True,True,"","","","","",""
"Pernambuco","pe","São Joaquim do Monte","2638894 ","2020-05-21T20:23:32.118Z",6.0,0.0,1.0,0,0.0,0,True,True,"","","","","",""
"Minas Gerais","mg","Capitólio","980016288086695","2020-04-27T12:54:01.497Z",1.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Minas Gerais","mg","Ipanema","2761270 ","2020-06-15T17:40:58.943Z",5.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Pernambuco","pe","Jupi","980016297565665","2020-05-23T21:04:59.281Z",1.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Pernambuco","pe","Cupira","708605027565784	","2020-04-15T19:28:37.312Z",0.0,0.0,28.0,14,4.0,0,True,True,"","","","","",""
"Minas Gerais","mg","São Vicente de Minas","170054123950008","2020-05-28T20:39:36.340Z",4.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Pará","pa","Breves","182216624750005","2020-05-12T03:00:00.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Pernambuco","pe","Petrolina","7731094	","2020-05-19T13:23:52.460Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Sergipe","se","Propriá","706208003099562","2020-05-25T18:16:21.761Z",20.0,0.0,5.0,0,0.0,0,True,True,"","","","","",""
"Tocantins","to","Paraíso do Tocantins","700603958448967","2020-04-29T19:05:46.757Z",13.0,0.0,1.0,0,0.0,0,True,True,"","","","","",""
"Piauí","pi","Amarante","706803793795922","2020-02-01T03:00:00.000Z",5.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Minas Gerais","mg","Teófilo Otoni","210168787120002","2020-04-16T20:17:48.864Z",0.0,0.0,1.0,0,0.0,0,True,True,"","","","","",""
"Bahia","ba","Morro do Chapéu","700802922985684","2020-05-07T03:00:00.000Z",12.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Roraima","rr","Boa Vista","980016289735379","2020-05-12T04:00:00.000Z",131.0,35.0,6.0,0,0.0,0,True,True,"","","","","",""
"São Paulo","sp","Santa Bárbara d'Oeste","980016297236653","2020-05-13T17:58:39.674Z",5.0,5.0,4.0,2,0.0,1,True,True,"","","","","",""
"Goiás","go","Goiânia","980016278453865","2020-04-27T14:34:35.277Z",98.0,13.0,2.0,2,0.0,0,True,True,"","","","","",""
"Goiás","go","Itaberaí","980016285210212","2020-05-07T17:54:08.028Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Rio de Janeiro","rj","Rio de Janeiro","708006882676127","2020-05-15T14:46:43.607Z",6.0,1.0,2.0,4,13.0,2,True,True,"","","","","",""
"Minas Gerais","mg","Baldim","702003372022182","2020-04-16T12:08:16.085Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Amazonas","am","Manaus"," 9634738","2020-05-08T04:00:00.000Z",8.0,0.0,6.0,0,10.0,2,True,True,"","","","","",""
"Rio de Janeiro","rj","Rio de Janeiro","702102849725870","2020-05-10T03:00:00.000Z",0.0,0.0,0.0,43,8.0,29,True,True,"","","","","",""
"Pernambuco","pe","Recife","1546","2020-05-27T13:03:24.845Z",62.0,0.0,4.0,0,0.0,0,True,True,"","","","","",""
"Minas Gerais","mg","Minas Novas","213468","2020-05-03T03:00:00.000Z",7.0,0.0,1.0,0,1.0,0,True,True,"","","","","",""
"Espírito Santo","es","São Mateus","248472","2020-04-11T03:00:00.000Z",28.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Mato Grosso","mt","Cuiabá","265411","2020-04-24T16:06:28.086Z",26.0,8.0,0.0,2,0.0,0,True,True,"","","","","",""
"São Paulo","sp","Votuporanga","281377","2020-05-12T20:03:12.069Z",108.0,12.0,1.0,4,1.0,0,True,True,"","","","","",""
"Minas Gerais","mg","Malacacheta","702803153242767","2020-08-13T03:00:22.426Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Mato Grosso","MT","Primavera do Leste","7401590","2020-08-13T18:14:29.717Z",0.0,0.0,0.0,0,0.0,0,True,True,"IMATI",0.0,1.0,11.0,0.0,0.0
"Pernambuco","PE","Recife","3374599","2020-08-14T03:00:21.740Z",0.0,0.0,0.0,7,0.0,0,True,True,"HOSPITAL SAO MARCOS",0.0,88.0,0.0,0.0,10.0
"São Paulo","sp","São José do Rio Preto","6270107","2020-08-17T09:35:02.000Z",0.0,0.0,0.0,4,4.0,0,True,True,"","","","","",""
"São Paulo","SP","São Caetano do Sul","9194258","2020-08-18T03:00:57.487Z",63.0,42.0,18.0,20,8.0,0,True,True,"HOSPITAL SAO LUIZ SAO CAETANO",0.0,146.0,103.0,0.0,0.0
"Paraná","PR","Cascavel","2738309","2020-08-18T03:00:31.032Z",55.0,18.0,2.0,1,126.0,11,True,True,"HOSPITAL DE ENSINO SAO LUCAS",5.0,134.0,12.0,4.0,2.0
"Rio Grande do Sul","rs","Cachoeirinha","130419","2020-08-18T19:28:03.000Z",0.0,0.0,3.0,0,0.0,1,True,True,"","","","","",""
"Rondônia","ro","Ouro Preto do Oeste","223505","2020-08-18T04:00:59.338Z",-1.0,0.0,-1.0,0,-3.0,1,True,True,"","","","","",""
"Pernambuco","PE","Santa Terezinha","2500000","2020-08-02T03:00:00.000Z",0.0,0.0,1.0,0,1.0,0,True,True,"UNIDADE MISTA SANTA TEREZINHA",0.0,19.0,0.0,6.0,0.0
"Piauí","PI","Teresina","0174815","2020-08-19T03:00:51.734Z",0.0,0.0,0.0,0,2.0,0,True,True,"HOSPITAL DE CAMPANHA ESTADUAL VERDAO",0.0,42.0,0.0,42.0,0.0
"São Paulo","SP","Osasco","5101654","2020-08-19T03:00:08.753Z",76.0,17.0,12.0,37,5.0,0,True,True,"HOSPITAL SINO BRASILEIRO",0.0,139.0,18.0,0.0,0.0
"Pernambuco","PE","Chã Grande","2344408","2020-08-19T03:00:14.548Z",1.0,0.0,0.0,0,1.0,0,True,True,"HOSPITAL GERAL ALFREDO ALVES DE LIMA",1.0,43.0,0.0,5.0,0.0
"Rio Grande do Sul","rs","Canoas","104760","2020-08-19T14:40:51.000Z",0.0,0.0,2.0,0,0.0,0,True,True,"","","","","",""
"Rio Grande do Sul","rs","Bento Gonçalves","133973","2020-08-19T13:56:25.000Z",0.0,0.0,8.0,0,0.0,1,True,True,"","","","","",""
"Rio Grande do Sul","rs","Guaíba","181927","2020-08-19T20:20:02.000Z",0.0,7.0,10.0,7,0.0,0,True,True,"","","","","",""
"Ceará","CE","Coreaú","2479427","2020-08-19T03:00:00.399Z",0.0,0.0,2.0,0,0.0,0,True,True,"HOSPITAL FERNANDO TELES CAMILO",0.0,14.0,0.0,8.0,0.0
"Minas Gerais","mg","Uberaba","700004007339303","2020-08-20T03:00:07.149Z",34.0,21.0,34.0,21,5.0,0,True,True,"","","","","",""
"Maranhão","MA","Grajaú","0191787","2020-06-15T03:00:00.000Z",3.0,0.0,3.0,0,3.0,0,True,True,"HOSPITAL DE CAMPANHA COVID GRAJAU MA",0.0,40.0,0.0,0.0,0.0
"Pernambuco","pe","Lagoa do Ouro","703401242576318","2020-08-23T03:00:10.752Z",2.0,0.0,1.0,0,0.0,0,True,True,"","","","","",""
"Goiás","go","Varjão","7618468","2020-08-23T14:21:02.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Pernambuco","PE","Tuparetama","2639319","2020-08-24T03:00:30.772Z",1.0,0.0,0.0,0,0.0,0,True,True,"UNIDADE MISTA SEVERINO SOUTO DE SIQUEIRA",0.0,39.0,0.0,4.0,0.0
"Pernambuco","pe","Escada","6718248","2020-08-20T03:00:00.000Z",0.0,0.0,0.0,4,0.0,0,True,True,"","","","","",""
"Rio Grande do Sul","rs","Amaral Ferrador","2232359","2020-08-24T03:00:54.801Z",1.0,1.0,1.0,1,0.0,2,True,True,"","","","","",""
"Rio Grande do Sul","rs","Machadinho","2247011","2020-08-25T03:00:24.054Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"São Paulo","SP","São Paulo","9490604","2020-08-25T03:00:00.000Z",0.0,0.0,2.0,3,25.0,4,True,True,"HOSPITAL SAGRADA FAMILIA",4.0,103.0,13.0,0.0,0.0
"Bahia","BA","Salvador","0131350","2020-08-26T03:00:43.190Z",17.0,5.0,22.0,3,0.0,0,True,True,"HOSPITAL SANTA CLARA",0.0,50.0,0.0,0.0,0.0
"São Paulo","SP","Taboão da Serra","2080001","2020-08-27T03:00:53.949Z",31.0,8.0,0.0,0,0.0,0,True,True,"FAMILY HOSPITAL",0.0,53.0,8.0,0.0,0.0
"São Paulo","SP","Mogi Mirim","6210937","2020-08-28T03:00:00.149Z",20.0,7.0,3.0,3,0.0,0,True,True,"HOSPITAL 22 DE OUTUBRO MOGI MIRIM",0.0,46.0,10.0,0.0,0.0
"São Paulo","SP","São Paulo","2078589","2020-08-28T03:00:27.697Z",219.0,43.0,22.0,28,0.0,0,True,True,"HOSPITAL E MATERNIDADE SANTA MARIA CRUZ AZUL",0.0,330.0,0.0,0.0,0.0
"São Paulo","SP","Capivari","3334678","2020-08-28T03:00:28.715Z",9.0,10.0,3.0,6,0.0,0,True,True,"HOSPITAL UNIMED DE CAPIVARI",0.0,42.0,20.0,0.0,0.0
"Goiás","go","Nova Iguaçu de Goiás","2436965","2020-08-28T08:26:50.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Rondônia","RO","Porto Velho","6205224","2020-08-31T04:00:19.719Z",35.0,7.0,8.0,5,1.0,0,True,True,"HOSPITAL UNIMED",0.0,91.0,10.0,0.0,0.0
"Goiás","GO","Cabeceiras","2437597","2020-08-31T08:52:52.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DE CABECEIRAS",1.0,12.0,0.0,0.0,0.0
"São Paulo","SP","São João da Boa Vista","2084902","2020-09-01T03:00:29.411Z",30.0,7.0,1.0,6,0.0,0,True,True,"UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MEDICO SJBV",0.0,46.0,10.0,0.0,0.0
"Maranhão","MA","Alto Alegre do Maranhão","7073224","2020-09-02T03:00:00.000Z",34.0,1.0,4.0,0,0.0,0,True,True,"HOSPITAL REGIONAL DE ALTO ALEGRE DO MARANHAO",3.0,56.0,0.0,6.0,0.0
"Pernambuco","PE","Moreno","2343738","2020-08-31T03:00:00.000Z",42.0,12.0,0.0,0,0.0,0,True,True,"HOSPITAL ARMINDO MOURA",0.0,135.0,0.0,42.0,12.0
"Minas Gerais","mg","Piumhi","980016288892683","2020-09-03T03:00:58.724Z",37.0,8.0,4.0,0,0.0,0,True,True,"","","","","",""
"Pernambuco","pe","Serra Talhada","0226491","2020-09-03T03:00:00.000Z",4.0,17.0,3.0,15,0.0,0,True,True,"","","","","",""
"Rio Grande do Norte","RN","Caraúbas","2410141","2020-09-06T23:58:00.000Z",0.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL REGIONAL DR AGUINALDO PEREIRA",0.0,32.0,0.0,2.0,0.0
"Rio Grande do Norte","RN","Natal","8003629","2020-09-06T23:58:00.000Z",0.0,0.0,0.0,2,0.0,0,True,True,"HOSPITAL DO CORACAO DE NATAL",33.0,110.0,13.0,0.0,0.0
"São Paulo","SP","Santos","0102571","2020-09-08T13:25:50.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 AFIP",1.0,26.0,0.0,26.0,0.0
"Bahia","BA","Camacan","9696091","2020-07-01T03:00:00.000Z",0.0,0.0,1.0,0,0.0,0,True,True,"FUNDACAO GONCALVES E SAMPAIO",0.0,41.0,0.0,20.0,0.0
"Acre","AC","Rio Branco","6497314","2020-09-09T05:00:10.966Z",0.0,0.0,1.0,0,0.0,0,True,True,"SANTA CASA",1.0,49.0,0.0,0.0,0.0
"São Paulo","SP","São Paulo","7992890","2020-09-09T08:50:01.000Z",0.0,0.0,0.0,0,2.0,0,True,True,"HOSPIAL DE CAMPANHA UNISA",1.0,65.0,5.0,0.0,0.0
"Paraíba","PB","Campina Grande","2362856","2020-09-07T03:00:00.000Z",159.0,37.0,0.0,1,1.0,0,True,True,"HOSPITAL REGIONAL DE EMERG TRAUMA DOM LUIZ GONZAGA FERNANDES",3.0,267.0,30.0,18.0,13.0
"Rio de Janeiro","rj","Rio de Janeiro","980016000800091","2020-09-10T03:00:48.293Z",247.0,69.0,2.0,2,1.0,0,True,True,"","","","","",""
"Rio de Janeiro","RJ","São Gonçalo","2292084","2020-09-10T03:00:00.000Z",0.0,0.0,2.0,0,2.0,0,True,True,"HOSPITAL DR LUIZ PALMIER",81.0,113.0,0.0,67.0,40.0
"Ceará","CE","Pacajus","2427176","2020-09-11T03:00:03.976Z",8.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL JOSE MARIA PHILOMENO GOMES",1.0,36.0,0.0,16.0,0.0
"São Paulo","SP","Taboão da Serra","0105856","2020-09-11T14:19:28.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 SER",4.0,64.0,0.0,64.0,0.0
"Pernambuco","PE","Camocim de São Félix","2703386","2020-09-14T03:00:30.089Z",0.0,0.0,1.0,0,0.0,0,True,True,"UNIDADE MISTA NOSSA SENHORA DO BOM PARTO",0.0,19.0,0.0,5.0,0.0
"São Paulo","SP","Osasco","6403069","2020-07-24T03:00:00.000Z",23.0,3.0,0.0,0,1.0,0,True,True,"HOSPITAL E MATERNIDADE NOSSA SENHORA DE FATIMA",0.0,49.0,10.0,0.0,0.0
"Ceará","ce","Fortaleza","104477","2020-04-30T14:13:04.133Z",1.0,0.0,2.0,2,3.0,0,True,True,"","","","","",""
"Ceará","ce","Pacatuba","228753","2020-09-04T10:58:51.200Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Ceará","CE","Fortim","2372568","2020-04-29T12:27:05.193Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL DO FORTIM DR WALDEMAR ALCANTARA",0.0,12.0,0.0,0.0,0.0
"Ceará","CE","Monsenhor Tabosa","2414864","2020-06-18T21:01:40.657Z",0.0,0.0,0.0,0,45.0,3,True,True,"HOSP MATERN F FARIAS LEITAO",0.0,49.0,0.0,31.0,0.0
"Ceará","CE","São Gonçalo do Amarante","2427125","2020-06-26T12:35:01.840Z",1.0,0.0,0.0,0,0.0,0,True,True,"HOSP GERAL LUIZA ALCANTARA SILVA",0.0,58.0,0.0,6.0,0.0
"Ceará","CE","Itapajé","2562154","2020-06-30T14:38:15.317Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSP MATERN JOAO FERREIRA GOMES",0.0,34.0,0.0,0.0,0.0
"Ceará","CE","Antonina do Norte","2563347","2020-04-29T13:58:08.957Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL ANTONIO ROSENO DE MATOS",0.0,16.0,0.0,9.0,0.0
"Ceará","CE","Fortaleza","2651351","2020-06-06T10:23:32.347Z",2.0,0.0,1.0,0,1.0,0,True,True,"HOSPITAL DISTRITAL GONZAGA MOTA BARRA DO CEARA",5.0,67.0,0.0,0.0,0.0
"Ceará","CE","Fortaleza","3012778","2020-05-12T12:12:25.170Z",0.0,0.0,10.0,6,2.0,0,True,True,"HOSPITAL SAO MATEUS",0.0,86.0,22.0,0.0,0.0
"Ceará","CE","Fortaleza","6297056","2020-05-18T18:24:42.900Z",9.0,0.0,2.0,5,1.0,0,True,True,"HCF HOSPITAL CENTRAL DE FORTALEZA",0.0,19.0,9.0,0.0,0.0
"Ceará","ce","Sobral","7021437","2020-04-29T11:35:49.267Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Ceará","ce","Juazeiro do Norte","7501366","2020-06-22T11:36:50.380Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Ceará","ce","Granja","7992130","2020-06-06T18:07:13.917Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Distrito Federal","DF","Brasília","0010529","2020-09-14T03:00:00.000Z",0.0,0.0,4.0,0,0.0,0,True,True,"HRPL",10.0,140.0,0.0,0.0,0.0
"Pernambuco","PE","Bodocó","2345374","2020-09-14T03:00:00.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL EULINA SILVA LOCIO DE ALENCAR",0.0,24.0,0.0,8.0,0.0
"Pernambuco","PE","Olinda","2344882","2020-09-13T03:00:00.000Z",104.0,19.0,0.0,0,0.0,0,True,True,"HOSPITAL DO TRICENTENARIO",25.0,222.0,20.0,30.0,40.0
"Pernambuco","PE","Altinho","2319284","2020-09-15T03:00:00.000Z",18.0,0.0,6.0,0,0.0,0,True,True,"UNIDADE MISTA DE ALTINHO",0.0,24.0,0.0,6.0,0.0
"Paraná","PR","Curitiba","3063216","2020-09-15T00:00:00.000Z",0.0,0.0,0.0,1,0.0,0,True,True,"HOSPITAL CARDIOLOGICO COSTANTINI",0.0,30.0,10.0,0.0,0.0
"Pernambuco","PE","Recife","0101834","2020-09-16T03:00:00.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL DE CAMPANHA DO RECIFE HPR III IMBIRIBEIRA",100.0,27.0,0.0,27.0,80.0
"Pernambuco","pe","Carpina","2636832","2020-09-03T03:00:00.000Z",0.0,0.0,1.0,0,0.0,0,True,True,"","","","","",""
"Pernambuco","PE","Ipojuca","0105457","2020-08-31T03:00:00.000Z",1.0,0.0,1.0,0,0.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 IPOJUCA",0.0,33.0,0.0,16.0,0.0
"Ceará","ce","Fortaleza","6999506","2020-05-11T13:23:19.327Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Ceará","ce","Jaguaribe","9787399","2020-06-19T09:08:15.703Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Alagoas","AL","Maceió","2007037","2020-09-20T03:00:02.453Z",82.0,19.0,5.0,6,0.0,0,True,True,"SANTA CASA DE MISERICORDIA DE MACEIO",39.0,290.0,27.0,30.0,25.0
"Bahia","BA","Salvador","7160488","2020-09-21T03:00:04.736Z",57.0,10.0,55.0,7,0.0,1,True,True,"HOSPITAL ALAIDE COSTA",21.0,84.0,20.0,55.0,20.0
"Ceará","CE","Fortaleza","7429398","2020-05-12T13:13:18.637Z",0.0,0.0,0.0,0,0.0,0,True,True,"UNIDADE PRONTO ATENDIMENTO JANGURUSSU",4.0,40.0,0.0,0.0,0.0
"Ceará","CE","Cedro","2499029","2020-09-22T03:00:27.504Z",10.0,0.0,2.0,0,0.0,0,True,True,"HOSPITAL E MATERNIDADE ZULMIRA SEDRIN AGUIAR",0.0,63.0,0.0,12.0,0.0
"Distrito Federal","DF","Brasília","9699848","2020-07-15T03:00:00.000Z",0.0,0.0,0.0,28,0.0,0,True,True,"HOSPITAL SANTA LUCIA NORTE",0.0,134.0,47.0,0.0,0.0
"Santa Catarina","SC","Quilombo","2538342","2020-09-22T03:00:04.052Z",3.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL SAO BERNARDO",0.0,47.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","3567486","2020-09-22T03:00:00.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"SMS CASA DE PARTO DAVID CAPISTRANO FILHO AP 51",0.0,3.0,0.0,3.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","6716849","2020-09-22T03:00:00.000Z",0.0,32.0,0.0,19,1.0,0,True,True,"SMS COORD DE EMERGENCIA REGIONAL CER LEBLON AP 21",12.0,2.0,33.0,0.0,20.0
"Rio de Janeiro","RJ","Rio de Janeiro","6995462","2020-09-22T03:00:00.000Z",223.0,51.0,17.0,8,0.0,0,True,True,"SMS HOSPITAL MUNICIPAL PEDRO II AP 53",77.0,237.0,51.0,20.0,5.0
"Rio de Janeiro","RJ","Rio de Janeiro","7027397","2020-09-22T03:00:00.000Z",55.0,8.0,0.0,0,0.0,0,True,True,"SMS MATERNIDADE MARIA AMELIA BUARQUE DE HOLLANDA AP 10",16.0,74.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2269341","2020-09-22T03:00:00.000Z",40.0,8.0,8.0,7,1.0,0,True,True,"SMS RIO HOSPITAL MUNICIPAL JESUS",8.0,71.0,8.0,10.0,8.0
"Rio de Janeiro","RJ","Rio de Janeiro","2269481","2020-09-22T03:00:00.000Z",58.0,3.0,0.0,0,0.0,0,True,True,"SMS HOSPITAL MUNICIPAL DA PIEDADE AP 32",13.0,119.0,10.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2269996","2020-09-22T03:00:00.000Z",132.0,0.0,0.0,0,0.0,0,True,True,"SMS IMAS JULIANO MOREIRA AP 40",0.0,160.0,0.0,160.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2270269","2020-09-22T03:00:00.000Z",248.0,18.0,2.0,0,1.0,0,True,True,"SMS HOSPITAL MUNICIPAL MIGUEL COUTO AP 21",63.0,290.0,20.0,15.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2273489","2020-09-22T03:00:00.000Z",20.0,0.0,0.0,0,0.0,0,True,True,"SMS RIO HOSPITAL MUNICIPAL ROCHA MAIA",0.0,23.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2280248","2020-09-22T03:00:00.000Z",94.0,9.0,0.0,0,0.0,0,True,True,"SMS MATERNIDADE CARMELA DUTRA AP 32",11.0,105.0,0.0,0.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2288362","2020-09-22T03:00:00.000Z",64.0,0.0,0.0,0,0.0,0,True,True,"SMS INSTITUTO MUNICIPAL PHILIPPE PINEL AP 21",0.0,74.0,0.0,74.0,0.0
"Rio de Janeiro","RJ","Rio de Janeiro","2295407","2020-09-22T03:00:00.000Z",134.0,34.0,14.0,7,0.0,1,True,True,"SMS HOSPITAL MUNICIPAL ROCHA FARIA AP 52",43.0,152.0,16.0,14.0,7.0
"Rio de Janeiro","RJ","Rio de Janeiro","2296306","2020-09-22T03:00:00.000Z",211.0,11.0,25.0,0,0.0,0,True,True,"SMS RIO HOSPITAL MUNICIPAL SALGADO FILHO",44.0,292.0,16.0,14.0,13.0
"Maranhão","MA","Peritoró","7077378","2020-08-31T03:00:00.000Z",32.0,3.0,0.0,0,0.0,0,True,True,"HOSPITAL REGIONAL DE PERITORO",5.0,64.0,0.0,22.0,2.0
"Maranhão","MA","São Luís","0154369","2020-09-23T03:00:00.000Z",200.0,14.0,110.0,0,220.0,0,True,True,"HOSPITAL DE CAMPANHA COVID 19 DE SAO LUIS",0.0,186.0,0.0,186.0,14.0
"Bahia","BA","Alagoinhas","2487438","2020-09-22T03:00:00.000Z",8.0,12.0,3.0,8,0.0,0,True,True,"HOSPITAL REGIONAL DANTAS BIAO",15.0,106.0,10.0,12.0,12.0
"Espírito Santo","ES","Vitória","7621442","2020-09-23T03:00:07.211Z",2.0,1.0,0.0,0,0.0,0,True,True,"HOSPITAL ESTADUAL DE URGENCIA E EMERGENCIA",43.0,137.0,40.0,0.0,0.0
"São Paulo","sp","Cajamar","119199","2020-09-23T10:02:50.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"Paraná","PR","Terra Rica","2753804","2020-09-23T03:00:00.000Z",15.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL MUNICIPAL CRISTO REDENTOR",0.0,30.0,0.0,0.0,0.0
"Minas Gerais","MG","Itabira","2215586","2020-09-24T03:00:00.000Z",126.0,12.0,4.0,0,0.0,0,True,True,"HOSPITAL NOSSA SENHORA DAS DORES",15.0,158.0,12.0,17.0,0.0
"Bahia","BA","Cruz das Almas","2390043","2020-09-24T03:00:42.214Z",16.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL NOSSA SENHORA DO BONSUCESSO",1.0,72.0,0.0,0.0,0.0
"Piauí","pi","Avelino Lopes","6585280","2020-09-24T03:00:46.070Z",8.0,0.0,0.0,0,0.0,0,True,True,"","","","","",""
"São Paulo","SP","São Paulo","0127876","2020-09-25T07:58:57.000Z",0.0,0.0,0.0,0,0.0,0,True,True,"HOSPITAL ESTADUAL DE CAMPANHA COVID 19 BARRADAS",0.0,176.0,0.0,176.0,34.0
